Date,Serial number,Model,PCB #,Panel (A-B),Shell,Source
2022-08-16,CH22900021,C/CGB-JPN-2,"05",5-1,💛 Dandelion,UK eBay
2025-01-04,CH22931814,C/CGB-JPN-2,"05",?-?,🤍 Clear translucent,UK eBay
2024-05-24,CH22945503,C/CGB-JPN-2,"05",1-8,🩵 Teal,UK eBay
2025-06-18,CH22954140,C/CGB-POB-EUR,"05",1-7,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,DE eBay
2024-09-16,CH22982967,C/CGB-POB-JPN-1,"05",1-4,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,AU eBay
2025-05-28,CH22989940,Reproduction,"05",1-1,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,AU eBay
2024-12-26,CH22990963,Missing,"05",6-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,AU eBay
2024-12-24,CH22991289,C/CGB-POB-JPN-1,"05",2-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,AU eBay
2024-11-26,CH22994334,C/CGB-POB-JPN-1,"05",9-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,AU eBay
2024-07-18,CH22996622,C/CGB-POB-JPN-1,"05",1-6,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,AU eBay
2024-06-19,CH22998118,C/CGB-POB-JPN-1,"05",2-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,UK eBay
2025-02-08,CH22999525,C/CGB-POB-JPN-1,"05",2-5,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,AU eBay
2024-07-26,CH23003399,C/CGB-POB-JPN-1,"05",3-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,UK Vinted
2025-05-28,CH23003860,C/CGB-POB-JPN-1,"05",?-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,AU eBay
2025-07-23,CH23006764,Missing,"05",?-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,AU eBay
2024-11-18,CH23007193,C/CGB-POB-JPN-1,"05",3-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,AU eBay
2024-12-30,CH23010058,C/CGB-POB-JPN-1,"05",5-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,UK eBay
2024-09-28,CH23080280,Missing,"05",?-?,💟 Atomic purple,US eBay
2024-09-08,CH23174898,Missing,"05",?-?,🤍 Clear translucent,JP eBay
2024-07-30,CH23176628,C/CGB-JPN-2,"05",2-8,🤍 Clear translucent,JP eBay
2022-08-14,CH23179250,C/CGB-JPN-2,"05",2-6,🤍 Clear translucent,JP eBay
2024-08-29,CH23209386,C/CGB-JPN-2,"05",2-?,🩷 Berry,JP eBay
2025-01-21,CH23263399,C/CGB-POB-EUR,"05",9-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-07-08,CH23265993,C/CGB-POB-EUR,"05",1-4,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK Marketplace
2024-04-29,CH23266108,C/CGB-POB-EUR,"05",5-1,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-11,CH23278652,C/CGB-POB-EUR,?,?-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-06-17,CH23280259,C/CGB-POB-EUR,"05",1-9,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,DE eBay
2024-12-26,CH23290895,C/CGB-POB-EUR,"05",7-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,AU eBay
2024-08-27,CH23290910,C/CGB-POB-EUR,"05",1-7,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-01-02,CH23298035,C/CGB-POB-EUR,"05",5-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2023-05-02,CH23320636,C/CGB-POB-EUR,"05",8-1,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-04-30,CH23321582,C/CGB-POB-EUR,"05",2-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-08-12,CH23323955,C/CGB-POB-EUR,"05",1-9,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-11-22,CH23328874,C/CGB-POB-EUR,"05",1-9,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,US eBay
2024-12-05,CH23335070,C/CGB-POB-EUR,"05",1-8,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-09-20,CH23336076,C/CGB-POB-EUR,"05",5-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,AU eBay
2024-06-24,CH23343983,C/CGB-POB-EUR,"05",2-8,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-05-28,CH23351524,C/CGB-POB-EUR,"05",?-1,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,AU eBay
2024-12-07,CH23356142,C/CGB-POB-EUR,"05",?-1,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-08-01,CH23357188,C/CGB-POB-EUR,"05",2-6,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-07,CH23387589,C/CGB-POB-EUR,"05",2-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-08-13,CH23394815,C/CGB-EUR,"05",2-3,💟 Atomic purple,UK eBay
2022-06-28,CH23398233,C/CGB-EUR,?,8-2,💟 Atomic purple,UK eBay
2022-07-03,CH23421801,C/CGB-EUR,"05",1-8,💟 Atomic purple,UK eBay
2024-09-10,CH23422007,C/CGB-EUR,"05",2-1,💟 Atomic purple,UK eBay
2024-07-07,CH23424692,C/CGB-EUR,"05",1-9,💟 Atomic purple,UK eBay
2022-06-28,CH23426856,C/CGB-EUR,"05",2-6,💟 Atomic purple,UK eBay
2024-05-28,CH23430206,C/CGB-EUR,"05",1-1,💟 Atomic purple,UK eBay
2024-06-10,CH23458440,C/CGB-EUR,"05",8-2,💟 Atomic purple,UK eBay
2024-06-25,CH23458508,C/CGB-EUR,"05",9-1,💟 Atomic purple,UK eBay
2022-06-28,CH23458793,C/CGB-EUR,"05",1-1,💟 Atomic purple,UK eBay
2022-07-03,CH23458904,Reproduction,"05",2-?,💟 Atomic purple,UK eBay
2025-02-12,CH23477907,C/CGB-EUR,"05",?-2,💟 Atomic purple,UK eBay
2024-08-09,CH23482974,C/CGB-EUR,"05",6-1,💟 Atomic purple,UK Vinted
2025-06-18,CH23486863,C/CGB-EUR,"05",2-8,💟 Atomic purple,DE eBay
2024-08-09,CH23507051,C/CGB-EUR,"05",7-2,🩵 Teal,UK eBay
2022-06-30,CH23510891,C/CGB-EUR,"05",8-1,🩵 Teal,UK eBay
2024-07-08,CH23515001,C/CGB-EUR,"05",2-2,🩵 Teal,UK Marketplace
2022-07-14,CH23516197,C/CGB-EUR,"05",1-3,🩵 Teal,UK eBay
2022-08-11,CH23518095,C/CGB-EUR,"05",5-2,🩵 Teal,UK eBay
2024-07-27,CH23521193,C/CGB-EUR,"05",2-1,🩵 Teal,UK eBay
2024-06-24,CH23522113,C/CGB-EUR,"05",7-2,🩵 Teal,UK eBay
2024-08-04,CH23526133,Missing,"05",2-5,🩵 Teal,UK YouTube
2024-08-30,CH23532714,C/CGB-EUR,"05",2-2,🩵 Teal,UK eBay
2024-05-06,CH23548670,C/CGB-EUR,"05",2-1,🩵 Teal,UK eBay
2024-05-18,CH23549938,C/CGB-EUR,"05",2-4,🩵 Teal,UK eBay
2022-08-14,CH23561766,C/CGB-EUR,"05",4-2,🩵 Teal,UK eBay
2024-10-03,CH23567194,C/CGB-EUR,"05",2-2,🩵 Teal,UK eBay
2022-07-17,CH23570256,C/CGB-EUR,"05",5-2,🩵 Teal,UK eBay
2022-07-30,CH23572519,C/CGB-EUR,"05",3-1,🩵 Teal,UK eBay
2022-08-07,CH23577041,C/CGB-EUR,"05",1-2,🩵 Teal,UK eBay
2024-07-07,CH23582012,C/CGB-EUR,"05",7-2,🩵 Teal,UK eBay
2024-07-15,CH23625269,C/CGB-JPN-2,"06",6-2,💟 Atomic purple,UK eBay
2025-05-28,CH23642735,C/CGB-POB-JPN-1,"05",3-1,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,AU eBay
2024-11-08,CH23643771,C/CGB-POB-JPN-1,"05",1-1,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,AU eBay
2025-01-22,CH23646890,C/CGB-POB-JPN-1,"06",4-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,AU eBay
2024-09-09,CH23651546,C/CGB-POB-JPN-1,"05",2-1,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,UK eBay
2024-07-09,CH23664032,C/CGB-JPN-2,"06",3-1,💧 SE transparent water blue,consolevariations
2024-11-11,CH23669150,C/CGB-JPN-2,"06",2-2,💜 Grape,UK eBay
2024-11-09,CH23710256,C/CGB-JPN-2,"06",6-2,💟 Atomic purple,US eBay
2024-07-30,CH23717845,C/CGB-JPN-2,"06",6-1,🩷 Berry,JP eBay
2024-08-22,CH23734532,C/CGB-JPN-2,"06",4-2,🩵 Teal,JP eBay
2024-08-10,CH23758734,C/CGB-JPN-2,"06",4-1,🩵 Teal,JP eBay
2024-12-08,CH23766195,C/CGB-JPN-2,"06",2-2,🩵 Teal,CA eBay
2024-08-14,CH23782915,C/CGB-JPN-2,"06",8-1,🩷 Berry,JP eBay
2024-05-01,CH23789380,C/CGB-JPN-2,"06",6-1,🩷 Berry,UK eBay
2024-09-03,CH23826471,C/CGB-JPN-2,"06",?-?,🩷 Berry,JP eBay
2024-07-19,CH23839733,C/CGB-JPN-2,"05",1-3,💛 Dandelion,UK eBay
2024-08-10,CH23864308,C/CGB-JPN-2,"06",1-2,💟 Atomic purple,JP eBay
2024-08-02,CH23865503,C/CGB-JPN-2,"05",1-5,💟 Atomic purple,US eBay
2024-12-05,CH23870901,C/CGB-JPN-2,"06",5-2,🩷 Berry,UK eBay
2024-08-22,CH23877822,C/CGB-JPN-2,"06",8-2,🤍 Clear translucent,JP eBay
2024-09-03,CH23915305,C/CGB-JPN-2,"05",?-2,💟 Atomic purple,JP eBay
2024-08-04,CH23939183,C/CGB-JPN-2,"05",9-2,🤍 Clear translucent,US eBay
2025-01-07,CH23939616,C/CGB-JPN-2,"05",2-7,🤍 Clear translucent,UK eBay
2024-11-10,CH23959611,C/CGB-JPN-2,"05",4-1,🩵 Teal,UK eBay
2024-11-11,CH23973709,C/CGB-EUR,"05",6-2,🩵 Teal,UK eBay
2024-07-10,CH23973955,C/CGB-EUR,"05",1-2,🩵 Teal,UK eBay
2024-11-17,CH23992068,C/CGB-EUR,"05",2-2,🩵 Teal,UK eBay
2025-01-12,CH23992082,C/CGB-EUR,"05",2-3,🩵 Teal,UK eBay
2022-07-21,CH24006067,C/CGB-EUR,"05",1-5,🩵 Teal,UK eBay
2024-11-21,CH24009836,C/CGB-EUR,"05",2-4,🩵 Teal,UK eBay
2024-08-09,CH24029776,C/CGB-EUR,"05",2-8,🩵 Teal,UK Vinted
2025-05-30,CH24031097,C/CGB-EUR,"05",5-2,🩵 Teal,UK eBay
2025-06-04,CH24034114,C/CGB-EUR,"05",5-2,💟 Atomic purple,UK eBay
2023-04-22,CH24069052,C/CGB-EUR,"05",2-1,🩵 Teal,UK eBay
2025-02-12,CH24071078,C/CGB-EUR,"05",1-6,🩵 Teal,UK eBay
2024-06-29,CH24077544,C/CGB-EUR,"05",8-2,🩵 Teal,UK eBay
2024-07-17,CH24078827,C/CGB-EUR,"05",5-1,🩵 Teal,UK eBay
2024-09-09,CH24079958,C/CGB-EUR,"05",6-2,🩵 Teal,UK eBay
2025-05-29,CH24081289,C/CGB-EUR,"05",1-2,🩵 Teal,UK eBay
2022-07-04,CH24082282,C/CGB-EUR,"05",2-3,🩵 Teal,UK eBay
2024-09-09,CH24086649,C/CGB-EUR,"05",2-6,🩵 Teal,UK eBay
2023-05-28,CH24086895,C/CGB-EUR,"05",2-4,🩵 Teal,UK eBay
2025-01-21,CH24086921,Missing,"05",1-9,🩵 Teal,UK eBay
2022-07-19,CH24090144,C/CGB-EUR,"05",2-2,🩵 Teal,UK eBay
2022-07-19,CH24095110,C/CGB-EUR,"05",6-2,🩵 Teal,UK eBay
2025-05-30,CH24189265,Missing,"06",1-?,💜 Grape,US eBay
2024-08-16,CH24216394,C/CGB-JPN-2,"06",7-?,💟 Atomic purple,US eBay
2022-06-27,CH24216664,C/CGB-JPN-2,?,?-?,💟 Atomic purple,UK eBay
2023-05-30,CH24224683,C/CGB-JPN-2,"06",1-1,💟 Atomic purple,gbhwdb.gekkio.fi
2024-12-05,CH24267197,C/CGB-JPN-2,"06",7-1,💜 Grape,US eBay
2022-07-24,CH24300997,C/CGB-JPN-2,"06",1-1,🤍 Clear translucent,UK eBay
2024-11-19,CH24318788,C/CGB-JPN-2,"06",2-2,🩷 Berry,US eBay
2025-06-04,CH24329021,C/CGB-JPN-2,"06",?-1,🩵 Teal,US eBay
2024-08-22,CH24348765,C/CGB-JPN-2,"06",2-2,💛 Dandelion,JP eBay
2025-06-06,CH24496345,Missing,"06",3-1,🩵 Teal,DE eBay
2024-08-30,CH24514458,C/CGB-JPN-2,"06",7-1,💛 Dandelion,JP eBay
2024-07-29,CH24539095,C/CGB-EUR,"06",2-1,💟 Atomic purple,US eBay
2024-12-12,CH24585968,C/CGB-JPN-2,"06",3-2,💜 Grape,JP eBay
2022-07-04,CH24602380,C/CGB-JPN-2,"06",5-1,💟 Atomic purple,UK eBay
2024-07-25,CH24635359,C/CGB-JPN-2,"06",2-2,🤍 Clear translucent,UK eBay
2022-06-30,CH24642212,C/CGB-JPN-2,"06",9-1,🩷 Berry,UK eBay
2024-12-28,CH24650501,C/CGB-JPN-2,"06",9-2,🩵 Teal,US eBay
2024-07-30,CH24685271,C/CGB-JPN-2,"06",1-1,💟 Atomic purple,JP eBay
,,,,,,
2025-09-05, R03572,,,,, Copyright (C) Andrew C.E. Dent 2022-2025.
          ,       ,,,,, This work is licensed under CC BY-NC-SA. See:
          ,       ,,,,, https://creativecommons.org/licenses/by-nc-sa/4.0/
          ,       ,,,,, Provided “as is”- without warranty of any kind.
