Serial number,Model,PCB #,Panel (A-B),Shell,Source,Date
C12981408,CGB-JPN-1,"03",1-2,💜 Grape,AU eBay,2025-05-28
C13001170,CGB-JPN-1,"03",4-2,💜 Grape,JP eBay,2024-08-22
C13004260,CGB-JPN-1,"03",?-?,💜 Grape,JP eBay,2024-10-26
C13046508,CGB-JPN-1,"03",?-1,💟 Atomic purple,JP eBay,2024-08-30
C13218829,CGB-JPN-1,"03",1-1,💟 Atomic purple,JP eBay,2024-08-22
C13308242,CGB-EUR,"03",1-2,💟 Atomic purple,DE eBay,2025-06-06
C13320230,CGB-JPN-1,"03",1-2,💜 Grape,JP eBay,2024-12-23
C13331436,CGB-JPN-1,"03",1-2,🤍 Clear translucent,JP eBay,2025-01-03
C13374257,CGB-JPN-1,"03",1-2,💟 Atomic purple,AU eBay,2025-05-28
C13378841,CGB-JPN-1,"03",1-2,💟 Atomic purple,US eBay,2024-12-12
C13424237,CGB-JPN-1,"03",1-1,🩷 Berry,JP eBay,2024-09-12
C13442397,CGB-EUR,"03",12-2,💜 Grape,UK eBay,2025-02-05
C13486331,CGB-JPN-1,"03",6-2,💜 Grape,JP eBay,2024-12-10
C13531881,CGB-EUR,"05",?-9,💟 Atomic purple,UK eBay,2024-12-05
C13588674,CGB-JPN-1,"03",1-1,🩵 Teal,JP eBay,2024-08-22
C13606705,Missing,"03",1-1,💟 Atomic purple,JP eBay,2024-08-05
C13622612,CGB-EUR,"03",2-1,💜 Grape,DE eBay,2025-11-30
C13663629,CGB-JPN-1,"03",1-1,💜 Grape,JP eBay,2025-06-19
C13665312,CGB-JPN-1,"03",1-2,💜 Grape,JP eBay,2025-06-06
C13677068,CGB-EUR,"03",1-2,💜 Grape,UK eBay,2023-04-22
C13683948,CGB-EUR,"03",1-1,💜 Grape,UK eBay,2024-07-06
C13693000,CGB-JPN-1,"03",1-2,🩵 Teal,JP eBay,2024-09-12
C13696762,CGB-EUR,"03",3-2,💜 Grape,UK eBay,2022-07-23
C13697909,CGB-EUR,"03",1-1,💜 Grape,UK eBay,2022-07-06
C13697984,CGB-EUR,"03",1-2,💜 Grape,UK eBay,2023-05-24
C13716585,CGB-JPN-1,"02",1-2,💟 Atomic purple,JP eBay,2022-08-14
C13780256,CGB-JPN-1,"03",1-1,🤍 Clear translucent,US eBay,2024-11-08
C13792068,CGB-JPN-1,"03",1-1,💟 Atomic purple,CA eBay,2024-11-17
C13794075,CGB-JPN-1,"03",1-1,💟 Atomic purple,DE eBay,2025-11-04
C13831287,CGB-EUR,"03",1-1,💜 Grape,UK Other,2023-03-29
C13835722,CGB-EUR,"03",1-2,💜 Grape,UK eBay,2023-05-21
C13836622,CGB-EUR,"03",1-2,💜 Grape,UK eBay,2022-07-16
C13845530,CGB-JPN-1,"03",1-1,🤍 Clear translucent,JP eBay,2024-08-10
C13846222,CGB-JPN-1,"03",1-?,🤍 Clear translucent,US eBay,2024-12-24
C13900541,CGB-EUR,"03",1-1,💜 Grape,DE eBay,2025-06-05
C13912088,CGB-EUR,"03",1-2,💜 Grape,DE eBay,2025-06-17
C13916617,CGB-EUR,"03",6-1,💜 Grape,DE eBay,2025-06-05
C13984371,CGB-EUR,"03",1-1,💜 Grape,UK eBay,2022-07-06
C13985785,CGB-EUR,"03",1-2,💟 Atomic purple,UK eBay,2022-07-07
C13986782,CGB-EUR,"03",1-1,💟 Atomic purple,UK eBay,2024-07-14
C14059718,CGB-JPN-1,"03",1-2,💟 Atomic purple,JP eBay,2023-04-15
C14073206,CGB-JPN-1,"03",1-1,💟 Atomic purple,JP eBay,2024-09-14
C14073932,CGB-JPN-1,"03",1-2,💟 Atomic purple,JP eBay,2025-11-30
C14076748,CGB-JPN-1,"03",2-1,💟 Atomic purple,JP eBay,2024-08-14
C14085708,Missing,"03",1-1,💜 Grape,JP eBay,2025-10-08
C14108289,CGB-JPN-1,"03",6-2,💛 Dandelion,JP eBay,2024-08-29
C14112760,CGB-JPN-1,"03",4-1,🤍 Clear translucent,UK eBay,2024-11-10
C14127526,CGB-JPN-1,"03",1-2,🩷 Berry,UK eBay,2024-09-12
C14174667,CGB-JPN-1,"03",4-2,🩷 Berry,JP eBay,2024-08-10
C14213342,CGB-JPN-1,"03",1-2,💟 Atomic purple,JP eBay,2024-11-07
C14215636,CGB-JPN-1,"03",1-2,💟 Atomic purple,JP eBay,2024-08-29
C14256083,CGB-JPN-1,"03",1-2,🩵 Teal,UK eBay,2024-08-16
C14257751,CGB-JPN-1,?,?-1,SE Doraemon 20th Anniv' teal,JP eBay,2024-11-20
C14281581,CGB-JPN-1,"03",1-2,💛 Dandelion,US eBay,2025-05-30
C14319052,CGB-JPN-1,"03",1-2,💜 Grape,JP eBay,2025-01-31
C14319456,CGB-JPN-1,"03",1-1,💜 Grape,US eBay,2024-07-27
C14341216,CGB-JPN-1,"03",4-1,🤍 Clear translucent,JP eBay,2024-09-09
C14345053,CGB-JPN-1,"03",1-2,🤍 Clear translucent,JP eBay,2024-09-05
C14352037,CGB-JPN-1,"03",?-1,🩵 Teal,JP eBay,2024-08-09
C14354154,CGB-JPN-1,"03",1-2,🩵 Teal,UK eBay,2024-07-14
C14403703,CGB-JPN-1,"03",1-1,💛 Dandelion,JP eBay,2024-11-07
C14437949,CGB-JPN-1,"03",5-2,💛 Dandelion,UK eBay,2022-07-17
C14447408,CGB-JPN-1,"03",4-2,🤍 Clear translucent,US eBay,2025-01-04
C14458196,CGB-JPN-1,"03",1-2,💛 Dandelion,US eBay,2025-11-30
C14492122,CGB-JPN-1,"03",1-2,🩷 Berry,JP eBay,2024-11-30
C14499999,CGB-JPN-1,"03",1-1,🩷 Berry,JP eBay,2024-08-09
C14525294,CGB-JPN-1,"03",1-1,💟 Atomic purple,US eBay,2025-11-30
C14558288,CGB-JPN-1,"03",1-1,💛 Dandelion,JP eBay,2022-08-11
C14570221,CGB-JPN-1,"03",1-2,🩵 Teal,JP eBay,2025-01-06
C14581881,CGB-JPN-1,?,?-?,SE Doraemon 20th Anniv' teal,consolevariations,2024-11-20
C14607310,CGB-JPN-1,"03",1-2,🩵 Teal,UK eBay,2022-07-14
C14637673,CGB-JPN-1,"03",1-2,🤍 Clear translucent,JP eBay,2023-04-15
C14640119,CGB-JPN-1,"03",4-1,🤍 Clear translucent,JP eBay,2024-11-25
C14640193,CGB-JPN-1,"03",2-2,🤍 Clear translucent,JP eBay,2024-08-22
C14653811,CGB-JPN-1,"03",1-2,🤍 Clear translucent,US eBay,2024-08-12
C14655134,CGB-JPN-1,"03",1-1,🤍 Clear translucent,UK eBay,2022-07-14
C14692232,CGB-JPN-1,"03",1-2,💜 Grape,US eBay,2025-05-28
C14697223,CGB-JPN-1,"03",1-2,💜 Grape,US eBay,2024-12-11
C14709957,CGB-JPN-1,"03",2-1,💜 Grape,US eBay,2024-08-23
C14745986,CGB-JPN-1,"03",1-1,💜 Grape,JP eBay,2024-12-16
C14758961,CGB-JPN-1,"03",1-1,🩷 Berry,JP eBay,2024-08-29
C14838777,CGB-JPN-1,"03",10-2,💟 Atomic purple,JP eBay,2024-08-14
C14865251,CGB-JPN-1,"03",1-2,✈️ SE ANA translucent blue,JP eBay,2024-08-13
C14865511,CGB-JPN-1,"03",1-2,✈️ SE ANA translucent blue,US eBay,2025-10-21
C14866056,CGB-JPN-1,"05",2-4,✈️ SE ANA translucent blue,UK eBay,2024-05-30
C14866080,CGB-JPN-1,"03",1-1,✈️ SE ANA translucent blue,JP eBay,2024-07-28
C14866207,CGB-JPN-1,"03",1-1,✈️ SE ANA translucent blue,JP eBay,2024-07-09
C14866324,CGB-JPN-1,"03",4-1,✈️ SE ANA translucent blue,US eBay,2024-07-28
C14867111,CGB-JPN-1,"03",1-1,✈️ SE ANA translucent blue,JP eBay,2025-11-30
C14867378,CGB-JPN-1,"03",8-1,✈️ SE ANA translucent blue,JP eBay,2024-08-15
C14868210,CGB-JPN-1,"03",1-1,✈️ SE ANA translucent blue,JP J4U,2024-09-06
C14868294,CGB-JPN-1,"03",1-1,✈️ SE ANA translucent blue,JP eBay,2025-11-05
C14868462,CGB-JPN-1,"04",3-1,✈️ SE ANA translucent blue,US eBay,2024-09-05
C14868695,CGB-JPN-1,"03",7-2,✈️ SE ANA translucent blue,US Marketplace,2025-03-26
C14869262,CGB-JPN-1,?,?-?,✈️ SE ANA translucent blue,JP eBay,2024-12-05
C14869734,CGB-JPN-1,"03",6-1,✈️ SE ANA translucent blue,US eBay,2024-07-28
C14896719,CGB-JPN-1,"03",12-1,🤍 Clear translucent,UK eBay,2025-02-12
C14899332,CGB-JPN-1,?,?-?,✈️ SE ANA translucent blue,JP eBay,2024-11-04
C14899674,CGB-JPN-1,?,7-2,✈️ SE ANA translucent blue,JP J4U,2025-06-03
C14899839,CGB-JPN-1,"03",1-2,✈️ SE ANA translucent blue,JP eBay,2024-09-10
C14899960,CGB-JPN-1,"03",1-2,✈️ SE ANA translucent blue,JP eBay,2025-05-28
C14909230,Reproduction,"03",1-2,SE Jusco w/ Mario atomic purple,JP eBay,2024-12-30
C14910200,CGB-JPN-1,"03",10-1,✈️ SE ANA translucent blue,UK eBay,2022-07-19
C14910840,CGB-EUR,"04",6-2,🩵 Teal,UK eBay,2024-12-14
C14914018,CGB-JPN-1,"03",1-1,✈️ SE ANA translucent blue,JP J4U,2024-09-06
C14914829,CGB-JPN-1,"03",1-1,✈️ SE ANA translucent blue,JP eBay,2025-05-28
C14915441,CGB-JPN-1,"03",1-2,✈️ SE ANA translucent blue,US eBay,2025-05-28
C14916044,CGB-JPN-1,"04",?-1,✈️ SE ANA translucent blue,JP eBay,2024-07-28
C14916370,CGB-JPN-1,?,?-?,✈️ SE ANA translucent blue,JP eBay,2024-07-28
C14916546,CGB-JPN-1,"04",1-1,✈️ SE ANA translucent blue,JP eBay,2024-11-30
C14920326,CGB-JPN-1,"03",1-2,🤍 Clear translucent,JP eBay,2024-08-10
C14938946,CGB-JPN-1,"03",2-2,💜 Grape,UK eBay,2024-05-06
C14953038,CGB-EUR,"03",3-1,💚 Kiwi,UK eBay,2024-05-22
C14954424,CGB-EUR,"03",3-2,💚 Kiwi,UK eBay,2023-05-04
C14956929,CGB-EUR,"03",1-2,💚 Kiwi,UK eBay,2024-07-08
C14964133,CGB-JPN-1,"03",1-1,🩷 Berry,UK eBay,2022-07-20
C14967091,CGB-JPN-1,"03",1-1,🩷 Berry,JP eBay,2024-10-31
C14971429,CGB-JPN-1,"03",1-2,🩵 Teal,JP eBay,2024-08-30
C14976488,CGB-JPN-1,"03",?-?,🩵 Teal,UK eBay,2022-07-03
C14980772,CGB-JPN-1,"03",1-1,SE Jusco w/ Mario clear translucent,US eBay,2024-08-15
C14980911,CGB-JPN-1,"03",1-1,SE Jusco w/ Mario clear translucent,JP eBay,2025-05-28
C14981114,CGB-JPN-1,?,3-1,SE Jusco w/ Mario clear translucent,JP eBay,2025-05-28
C14983809,CGB-JPN-1,?,?-1,SE Jusco w/ Mario clear translucent,JP J4U,2024-09-06
C14986328,CGB-EUR,"03",1-1,🩷 Berry,UK eBay,2024-11-24
C14991104,CGB-EUR,"03",1-1,💛 Dandelion,UK eBay,2024-09-15
C14996024,CGB-EUR,"03",1-2,💛 Dandelion,UK eBay,2022-07-17
C14997051,CGB-EUR,"03",1-2,💛 Dandelion,UK eBay,2022-06-28
C15000576,CGB-EUR,"03",1-2,💛 Dandelion,UK eBay,2024-09-09
C15001088,CGB-EUR,"03",1-2,💛 Dandelion,UK eBay,2025-01-12
C15004690,CGB-EUR,"03",1-1,💛 Dandelion,UK eBay,2023-05-14
C15006442,CGB-EUR,?,?-?,💛 Dandelion,UK eBay,2022-06-28
C15008133,CGB-EUR,"03",1-1,💛 Dandelion,UK eBay,2024-08-12
C15009273,CGB-EUR,"03",1-1,💛 Dandelion,UK eBay,2025-01-12
C15012596,CGB-JPN-1,"03",12-1,💛 Dandelion,UK eBay,2024-05-06
C15027096,CGB-JPN-1,"03",1-2,💛 Dandelion,JP eBay,2024-08-14
C15057374,Missing,"03",2-1,🩵 Teal,UK eBay,2022-08-14
C15063953,CGB-EUR,"03",1-2,🩵 Teal,UK eBay,2022-07-17
C15067485,CGB-EUR,"03",9-2,🩵 Teal,UK eBay,2022-08-14
C15078716,CGB-EUR,"04",3-2,🩷 Berry,EU eBay,2024-07-18
C15116923,CGB-EUR,"03",1-1,🩵 Teal,UK eBay,2022-08-02
C15118354,CGB-EUR,"03",1-2,🩵 Teal,UK eBay,2022-07-15
C15121081,CGB-EUR,"03",1-1,💚 Kiwi,UK eBay,2024-05-24
C15156341,Missing,"03",4-1,💚 Kiwi,UK eBay,2024-05-06
C15159479,Missing,"03",1-2,💚 Kiwi,UK eBay,2024-06-09
C15189012,CGB-JPN-1,"03",1-2,🤍 Clear translucent,UK eBay,2022-08-04
C15190658,CGB-EUR,"03",1-2,💚 Kiwi,US eBay,2025-11-25
C15202236,CGB-JPN-1,"03",1-1,🤍 Clear translucent,JP eBay,2022-08-15
C15209474,Missing,"03",3-1,🩷 Berry,JP eBay,2024-08-14
C15220564,CGB-EUR,"03",3-2,🩷 Berry,UK eBay,2024-06-11
C15224555,CGB-EUR,"04",1-2,🩷 Berry,UK eBay,2024-12-14
C15228810,CGB-EUR,"03",1-1,🩷 Berry,UK eBay,2022-07-25
C15229979,CGB-EUR,"03",2-1,🩷 Berry,UK eBay,2022-06-30
C15242051,CGB-EUR,"03",9-2,🩵 Teal,UK eBay,2025-06-04
C15248877,CGB-EUR,"03",6-2,🩵 Teal,UK eBay,2025-01-21
C15252542,CGB-EUR,"03",8-1,🩵 Teal,UK eBay,2024-06-27
C15255169,Missing,"03",8-2,🩵 Teal,UK eBay,2024-07-15
C15256216,CGB-EUR,"03",10-2,🩵 Teal,UK eBay,2023-05-27
C15260670,CGB-EUR,"03",2-2,💚 Kiwi,UK eBay,2024-12-08
C15260695,CGB-EUR,"03",2-1,💚 Kiwi,UK eBay,2025-01-04
C15264886,CGB-EUR,"03",1-2,💚 Kiwi,UK eBay,2022-08-14
C15281693,CGB-EUR,"03",1-1,💛 Dandelion,UK eBay,2024-04-22
C15318676,CGB-EUR,"03",6-1,💚 Kiwi,DE eBay,2025-06-05
C15340451,CGB-EUR,"03",1-1,💚 Kiwi,UK eBay,2025-01-10
C15361187,CGB-JPN-1,"03",?-2,❄️ SE translucent ice blue,JP eBay,2024-07-20
C15364371,CGB-JPN-1,"03",1-2,❄️ SE translucent ice blue,US eBay,2024-07-28
C15367045,CGB-JPN-1,"03",4-1,❄️ SE translucent ice blue,JP J4U,2024-09-06
C15367140,CGB-JPN-1,"03",1-2,❄️ SE translucent ice blue,JP eBay,2024-11-26
C15367243,CGB-JPN-1,"05",1-1,❄️ SE translucent ice blue,JP J4U,2024-09-06
C15370182,CGB-JPN-1,"03",5-2,❄️ SE translucent ice blue,JP J4U,2024-09-07
C15373956,CGB-JPN-1,"03",6-1,❄️ SE translucent ice blue,EU eBay,2024-07-09
C15374993,CGB-JPN-1,"03",1-2,❄️ SE translucent ice blue,JP J4U,2024-09-06
C15375187,CGB-JPN-1,"03",?-?,❄️ SE translucent ice blue,AU eBay,2024-12-30
C15378453,CGB-JPN-1,"03",1-1,❄️ SE translucent ice blue,JP eBay,2024-12-20
C15378514,CGB-JPN-1,"03",1-2,❄️ SE translucent ice blue,JP J4U,2025-06-04
C15379437,CGB-JPN-1,"03",1-1,❄️ SE translucent ice blue,US eBay,2024-11-21
C15403424,Missing,"03",1-1,💟 Atomic purple,JP eBay,2024-08-10
C15428882,CGB-JPN-1,"03",1-2,🩵 Teal,JP eBay,2024-09-13
C15429380,CGB-JPN-1,"03",3-1,🩵 Teal,JP eBay,2024-08-30
C15479185,CGB-EUR,"03",1-2,💜 Grape,DE eBay,2025-11-19
C15532296,Missing,"03",1-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-12-08
C15532962,CGB-POB-JPN-1,"03",1-1,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2025-05-28
C15543299,CGB-POB-JPN-1,"03",3-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2025-11-19
C15616205,CGB-JPN-1,"04",4-2,SE Jusco w/ Mario atomic purple,IT eBay,2025-06-05
C15617075,CGB-JPN-1,"03",1-1,SE Jusco w/ Mario atomic purple,JP eBay,2024-12-12
C15617921,CGB-JPN-1,"03",1-1,SE Jusco w/ Mario atomic purple,JP eBay,2024-08-29
C15619259,CGB-JPN-1,"03",1-1,SE Jusco w/ Mario atomic purple,JP J4U,2024-09-06
C15619520,CGB-JPN-1,?,?-?,SE Jusco w/ Mario atomic purple,JP Sendico,2024-07-28
C15624284,CGB-POB-JPN-1,"03",1-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2025-11-27
C15626604,CGB-POB-JPN-1,"03",11-1,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-09-16
C15630592,CGB-JPN-1,"03",6-1,🩷 Berry,UK eBay,2022-08-02
C15632800,CGB-JPN-1,"03",3-1,🩷 Berry,JP eBay,2024-11-07
C15636521,CGB-JPN-1,"03",2-1,🩷 Berry,JP eBay,2024-11-30
C15645666,CGB-POB-JPN-1,"03",?-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-12-11
C15653305,CGB-POB-JPN-1,"03",11-1,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-09-01
C15684600,CGB-EUR,"03",3-1,💚 Kiwi,DE eBay,2025-11-19
C15758374,CGB-EUR,"03",1-1,💟 Atomic purple,UK eBay,2025-05-30
C15846571,CGB-JPN-1,"03",6-2,💙 SE Pokemon w/ Togepi yellow/blue 🥚,JP eBay,2024-12-20
C15877221,CGB-JPN-1,"03",6-1,💜 Grape,JP eBay,2024-09-12
C15877319,CGB-JPN-1,"03",?-1,💜 Grape,US eBay,2024-09-01
C15888158,CGB-JPN-1,"03",7-1,🩷 Berry,UK eBay,2022-07-14
C15895024,CGB-JPN-1,"03",4-2,🤍 Clear translucent,JP eBay,2024-11-06
C15908612,CGB-JPN-1,"03",1-1,🤍 Clear translucent,JP eBay,2024-08-06
C15944617,CGB-JPN-1,"03",1-1,💟 Atomic purple,JP eBay,2024-08-30
C15954147,CGB-JPN-1,"03",5-1,🩵 Teal,JP eBay,2022-07-26
C15960959,CGB-JPN-1,"03",1-1,🩵 Teal,US eBay,2025-11-30
C16001995,CGB-EUR,"03",2-2,🩵 Teal,UK eBay,2024-08-19
C16002005,CGB-EUR,"03",2-1,🩵 Teal,UK eBay,2022-07-04
C16005314,CGB-EUR,"03",2-1,🩵 Teal,UK eBay,2025-02-04
C16005356,CGB-EUR,"03",3-2,🩵 Teal,UK eBay,2022-06-28
C16005365,CGB-EUR,"03",5-1,🩵 Teal,UK eBay,2023-04-30
C16005755,CGB-EUR,"03",1-2,🩵 Teal,UK eBay,2024-07-25
C16005954,CGB-EUR,"03",5-1,🩵 Teal,UK eBay,2024-06-02
C16038776,CGB-EUR,"03",1-2,💚 Kiwi,UK eBay,2023-05-09
C16046060,CGB-JPN-1,"04",4-2,💜 Grape,ID eBay,2024-09-01
C16058539,CGB-JPN-1,"04",5-2,💛 Dandelion,UK eBay,2024-08-09
C16075572,CGB-JPN-1,"03",4-2,💟 Atomic purple,JP eBay,2024-08-30
C16077565,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-11-06
C16079088,Missing,"03",6-2,🤍 Clear translucent,US eBay,2025-11-18
C16118890,CGB-JPN-1,"03",1-2,🤍 Clear translucent,JP eBay,2024-11-14
C16124620,CGB-JPN-1,"03",1-1,🩵 Teal,JP eBay,2024-09-03
C16133436,CGB-JPN-1,"04",3-1,💟 Atomic purple,US eBay,2024-08-27
C16144355,CGB-JPN-1,03?,1-2,💛 Dandelion,UK eBay,2022-08-16
C16157168,CGB-JPN-1,"03",1-1,💜 Grape,JP eBay,2025-01-22
C16162055,CGB-JPN-1,"03",1-2,💜 Grape,JP eBay,2024-08-30
C16172737,CGB-POB-JPN-1,"03",1-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-09-16
C16175300,CGB-POB-JPN-1,"03",1-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2025-05-31
C16178487,CGB-POB-JPN-1,"03",1-?,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-09-20
C16198477,CGB-JPN-1,"02",1-1,SE Daiei Hawks translucent orange/black,JP eBay,2024-08-10
C16221807,CGB-JPN-1,?,?-?,SE Daiei Hawks translucent orange/black,JP eBay,2024-12-11
C16221859,CGB-JPN-1,"04",1-1,SE Daiei Hawks translucent orange/black,JP J4U,2025-06-03
C16222296,Missing,"03",1-1,SE Daiei Hawks translucent orange/black,JP J4U,2024-09-06
C16223368,CGB-JPN-1,"03",1-2,SE Daiei Hawks translucent orange/black,JP eBay,2024-11-10
C16223846,CGB-JPN-1,?,?-?,SE Daiei Hawks translucent orange/black,UK eBay,2024-12-05
C16225208,CGB-JPN-1,"04",1-1,SE Daiei Hawks translucent orange/black,JP eBay,2024-08-11
C16225280,CGB-JPN-1,"03",𝟙-1,SE Daiei Hawks translucent orange/black,JP eBay,2024-11-15
C16227041,CGB-JPN-1,?,𝟚-1,SE Daiei Hawks translucent orange/black,JP eBay,2024-11-27
C16227050,CGB-JPN-1,"03",1-2,SE Daiei Hawks translucent orange/black,JP eBay,2024-12-20
C16227150,CGB-JPN-1,"03",?-?,SE Daiei Hawks translucent orange/black,US Marketplace,2025-03-26
C16227528,CGB-JPN-1,"03",1-1,SE Daiei Hawks translucent orange/black,JP J4U,2024-09-06
C16228664,CGB-JPN-1,"04",5-2,SE Daiei Hawks translucent orange/black,JP eBay,2024-08-11
C16229175,CGB-JPN-1,?,1-1,SE Daiei Hawks translucent orange/black,US eBay,2024-08-22
C16230111,CGB-JPN-1,"03",?-1,SE Daiei Hawks translucent orange/black,JP eBay,2024-08-10
C16231649,CGB-JPN-1,"03",1-1,🤍 Clear translucent,JP eBay,2024-11-04
C16234375,CGB-JPN-1,"04",1-1,💜 Grape,JP eBay,2024-08-22
C16242061,CGB-JPN-1,"04",1-2,💟 Atomic purple,UK eBay,2024-07-02
C16257231,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-08-30
C16293267,CGB-POB-JPN-1,"04",4-1,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2025-05-28
C16297298,CGB-POB-JPN-1,"04",1-1,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2025-01-11
C16298969,CGB-POB-JPN-1,"04",?-?,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-09-16
C16304009,CGB-POB-JPN-1,"04",2-1,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-12-06
C16306614,CGB-POB-JPN-1,"04",1-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,NZ eBay,2024-08-06
C16310987,CGB-JPN-1,"03",1-1,SE Daiei Hawks translucent orange/black,JP eBay,2025-11-06
C16311001,CGB-JPN-1,"03",1-1,SE Daiei Hawks translucent orange/black,JP J4U,2024-09-06
C16321191,CGB-JPN-1,"04",12-2,💛 Dandelion,JP eBay,2024-08-06
C16328354,CGB-JPN-1,"04",2-2,🤍 Clear translucent,JP eBay,2024-10-26
C16339922,CGB-JPN-1,"04",1-1,🤍 Clear translucent,US eBay,2024-09-01
C16358663,CGB-JPN-1,"04",2-2,💜 Grape,JP eBay,2024-12-10
C16359955,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2025-01-09
C16381718,CGB-JPN-1,"04",?-1,🩷 Berry,JP eBay,2024-08-05
C16382437,CGB-JPN-1,"04",6-1,🩷 Berry,US eBay,2024-12-06
C16387465,CGB-JPN-1,"04",1-2,🩷 Berry,JP eBay,2024-11-25
C16391209,CGB-JPN-1,"04",3-1,💟 Atomic purple,JP eBay,2024-09-03
C16409398,CGB-JPN-1,"04",3-1,💟 Atomic purple,JP eBay,2025-01-30
C16410203,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-08-05
C16415089,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-07-27
C16416396,CGB-JPN-1,"04",1-1,💟 Atomic purple,gbhwdb.gekkio.fi,2023-05-30
C16426544,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-08-10
C16430148,CGB-JPN-1,"04",1-2,💛 Dandelion,AU eBay,2025-01-04
C16441687,CGB-JPN-1,"04",1-1,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2024-09-09
C16445483,CGB-JPN-1,"04",6-2,🤍 Clear translucent,UK eBay,2024-08-04
C16467424,CGB-JPN-1,"04",1-2,🩵 Teal,CA eBay,2024-09-08
C16482822,Missing,"04",1-1,🤍 Clear translucent,JP eBay,2023-04-15
C16486732,CGB-JPN-1,"04",1-1,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2022-08-16
C16488033,CGB-JPN-1,"04",1-1,SE Toys'R'Us translucent midnight blue-purple,JP J4U,2024-09-06
C16492067,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-08-05
C16501502,CGB-JPN-1,?,?-?,SE Toys'R'Us translucent midnight blue-purple,US eBay,2024-12-23
C16511133,CGB-JPN-1,"04",2-1,🩵 Teal,JP eBay,2024-10-26
C16519386,CGB-JPN-1,"04",1-1,🩵 Teal,JP eBay,2022-08-14
C16525278,Reproduction,"02",5-2,💛 Dandelion,US eBay,2025-06-19
C16527819,CGB-JPN-1,"04",6-2,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2024-07-30
C16530870,CGB-JPN-1,"04",1-1,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2024-07-30
C16531614,CGB-JPN-1,"03",1-2,SE Toys'R'Us translucent midnight blue-purple,UK eBay,2024-07-17
C16537053,CGB-JPN-1,"04",1-1,SE Toys'R'Us translucent midnight blue-purple,JP J4U,2024-09-06
C16553252,CGB-JPN-1,"04",?-?,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2025-11-26
C16554077,CGB-JPN-1,"04",3-1,SE Toys'R'Us translucent midnight blue-purple,UK eBay,2024-08-30
C16572709,CGB-JPN-1,"04",1-2,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2024-11-15
C16602614,CGB-JPN-1,"04",?-1,💟 Atomic purple,JP eBay,2024-09-05
C16620697,CGB-JPN-1,"04",3-2,💜 Grape,JP eBay,2025-05-28
C16646876,Missing,"04",1-2,💛 Dandelion,UK eBay,2024-07-14
C16678077,CGB-JPN-1,?,?-?,SE Lawson translucent blue/clear,JP eBay,2024-11-19
C16678785,CGB-JPN-1,"05",9-1,SE Lawson translucent blue/clear,JP eBay,2025-01-19
C16679576,CGB-JPN-1,"04",3-1,SE Lawson translucent blue/clear,US eBay,2024-08-15
C16680013,CGB-JPN-1,"04",2-2,SE Lawson translucent blue/clear,JP eBay,2024-08-30
C16680061,CGB-JPN-1,"04",1-1,SE Lawson translucent blue/clear,JP eBay,2024-11-01
C16681818,CGB-JPN-1,"04",3-2,SE Lawson translucent blue/clear,JP J4U,2024-09-06
C16682014,CGB-JPN-1,"04",1-1,SE Lawson translucent blue/clear,JP eBay,2024-11-06
C16683234,CGB-JPN-1,?,?-?,SE Lawson translucent blue/clear,JP eBay,2024-09-08
C16683758,CGB-JPN-1,"04",3-1,SE Lawson translucent blue/clear,JP J4U,2024-09-07
C16684770,CGB-JPN-1,"05",2-4,SE Lawson translucent blue/clear,US eBay,2024-11-21
C16685529,CGB-JPN-1,"04",1-1,SE Lawson translucent blue/clear,JP J4U,2024-09-06
C16688276,CGB-JPN-1,"04",5-2,🩷 Berry,JP eBay,2024-08-10
